input_id,epsilon,data_type,rank,neuron_idx,value,token_idx
1,0.1,z_original,1,1512.0,39.65625,
1,0.1,z_original,2,1927.0,-12.953125,
1,0.1,z_original,3,392.0,11.890625,
1,0.1,z_original,4,3971.0,11.78125,
1,0.1,z_original,5,269.0,10.546875,
1,0.1,z_original,6,2660.0,-9.609375,
1,0.1,z_original,7,2358.0,9.59375,
1,0.1,z_original,8,2184.0,-9.296875,
1,0.1,z_original,9,3402.0,9.0546875,
1,0.1,z_original,10,3830.0,8.9921875,
1,0.1,z_original,11,2604.0,-8.5,
1,0.1,z_original,12,2330.0,8.4609375,
1,0.1,z_original,13,2977.0,-7.9921875,
1,0.1,z_original,14,1130.0,-7.86328125,
1,0.1,z_original,15,1360.0,-7.76171875,
1,0.1,z_original,16,486.0,-7.73046875,
1,0.1,z_original,17,3241.0,7.66796875,
1,0.1,z_original,18,272.0,-7.1171875,
1,0.1,z_original,19,3582.0,-7.109375,
1,0.1,z_original,20,3981.0,6.984375,
1,0.1,z_final,1,1512.0,39.65625,
1,0.1,z_final,2,1927.0,-13.053125381469728,
1,0.1,z_final,3,392.0,11.990625381469728,
1,0.1,z_final,4,3971.0,11.681249618530272,
1,0.1,z_final,5,269.0,10.646875381469728,
1,0.1,z_final,6,2660.0,-9.709375381469728,
1,0.1,z_final,7,2358.0,9.59375,
1,0.1,z_final,8,2184.0,-9.396875381469728,
1,0.1,z_final,9,3830.0,8.9921875,
1,0.1,z_final,10,3402.0,8.954687118530273,
1,0.1,z_final,11,2330.0,8.560937881469727,
1,0.1,z_final,12,2604.0,-8.5,
1,0.1,z_final,13,2977.0,-7.9921875,
1,0.1,z_final,14,1130.0,-7.86328125,
1,0.1,z_final,15,486.0,-7.830468654632568,
1,0.1,z_final,16,1360.0,-7.661718845367432,
1,0.1,z_final,17,3241.0,7.567968845367432,
1,0.1,z_final,18,272.0,-7.1171875,
1,0.1,z_final,19,3582.0,-7.109375,
1,0.1,z_final,20,3981.0,6.984375,
1,0.1,softmax_original,1,,0.8930634260177612,3681.0
1,0.1,softmax_original,2,,0.0345411486923694,263.0
1,0.1,softmax_original,3,,0.0096845747902989,2998.0
1,0.1,softmax_original,4,,0.0070159481838345,5982.0
1,0.1,softmax_original,5,,0.0055358251556754,2000.0
1,0.1,softmax_original,6,,0.0042777340859174,278.0
1,0.1,softmax_original,7,,0.0034582926891744,856.0
1,0.1,softmax_original,8,,0.0031993191223591,385.0
1,0.1,softmax_original,9,,0.0028357347473502,451.0
1,0.1,softmax_original,10,,0.0023090422619134,4257.0
1,0.1,softmax_original,11,,0.0015729191945865,903.0
1,0.1,softmax_original,12,,0.0012975204735994,22444.0
1,0.1,softmax_original,13,,0.0012589114485308,884.0
1,0.1,softmax_original,14,,0.0012528068618848,1459.0
1,0.1,softmax_original,15,,0.0011857650242745,697.0
1,0.1,softmax_original,16,,0.0011459721717983,2869.0
1,0.1,softmax_original,17,,0.001096200547181,2177.0
1,0.1,softmax_original,18,,0.0007470058044418,24046.0
1,0.1,softmax_original,19,,0.0007197310915216,29901.0
1,0.1,softmax_original,20,,0.0005827753921039,6200.0
1,0.1,softmax_final,1,,0.3315927386283874,263.0
1,0.1,softmax_final,2,,0.3311291337013244,3681.0
1,0.1,softmax_final,3,,0.047940969467163,2998.0
1,0.1,softmax_final,4,,0.0302106551826,5982.0
1,0.1,softmax_final,5,,0.0294873919337987,278.0
1,0.1,softmax_final,6,,0.0254423711448907,2000.0
1,0.1,softmax_final,7,,0.02127574570477,385.0
1,0.1,softmax_final,8,,0.018344547599554,856.0
1,0.1,softmax_final,9,,0.0152981784194707,451.0
1,0.1,softmax_final,10,,0.0096946125850081,4257.0
1,0.1,softmax_final,11,,0.0069657270796597,903.0
1,0.1,softmax_final,12,,0.0064006876200437,697.0
1,0.1,softmax_final,13,,0.0063920738175511,884.0
1,0.1,softmax_final,14,,0.0050882659852504,22444.0
1,0.1,softmax_final,15,,0.0049282698892056,2869.0
1,0.1,softmax_final,16,,0.0039823888801038,29901.0
1,0.1,softmax_final,17,,0.0036419378593564,1459.0
1,0.1,softmax_final,18,,0.0029231184162199,29892.0
1,0.1,softmax_final,19,,0.0027627693489193,24046.0
1,0.1,softmax_final,20,,0.0024255793541669,13.0
2,0.1,z_original,1,1360.0,-17.75,
2,0.1,z_original,2,3241.0,16.859375,
2,0.1,z_original,3,2660.0,-14.5,
2,0.1,z_original,4,3684.0,-10.6796875,
2,0.1,z_original,5,1176.0,-9.9375,
2,0.1,z_original,6,3830.0,9.84375,
2,0.1,z_original,7,269.0,9.515625,
2,0.1,z_original,8,1314.0,8.328125,
2,0.1,z_original,9,2021.0,-8.171875,
2,0.1,z_original,10,3971.0,8.1640625,
2,0.1,z_original,11,486.0,-8.1328125,
2,0.1,z_original,12,392.0,7.96875,
2,0.1,z_original,13,2084.0,-7.91015625,
2,0.1,z_original,14,2184.0,-7.859375,
2,0.1,z_original,15,3556.0,-7.83203125,
2,0.1,z_original,16,2358.0,7.80859375,
2,0.1,z_original,17,2281.0,-7.7734375,
2,0.1,z_original,18,2604.0,-7.6953125,
2,0.1,z_original,19,1839.0,-7.5078125,
2,0.1,z_original,20,1888.0,-7.32421875,
2,0.1,z_final,1,1360.0,-17.850000381469727,
2,0.1,z_final,2,3241.0,16.959375381469727,
2,0.1,z_final,3,2660.0,-14.600000381469728,
2,0.1,z_final,4,3684.0,-10.779687881469728,
2,0.1,z_final,5,1176.0,-9.9375,
2,0.1,z_final,6,3830.0,9.84375,
2,0.1,z_final,7,269.0,9.415624618530272,
2,0.1,z_final,8,1314.0,8.328125,
2,0.1,z_final,9,2021.0,-8.271875381469727,
2,0.1,z_final,10,3971.0,8.264062881469727,
2,0.1,z_final,11,392.0,8.068750381469727,
2,0.1,z_final,12,486.0,-8.032812118530273,
2,0.1,z_final,13,2184.0,-7.959374904632568,
2,0.1,z_final,14,3556.0,-7.932031154632568,
2,0.1,z_final,15,2084.0,-7.810156345367432,
2,0.1,z_final,16,2604.0,-7.795312404632568,
2,0.1,z_final,17,2281.0,-7.7734375,
2,0.1,z_final,18,2358.0,7.708593845367432,
2,0.1,z_final,19,1839.0,-7.607812404632568,
2,0.1,z_final,20,1888.0,-7.32421875,
2,0.1,softmax_original,1,,0.9200286865234376,278.0
2,0.1,softmax_original,2,,0.0289103519171476,451.0
2,0.1,softmax_original,3,,0.0154372164979577,263.0
2,0.1,softmax_original,4,,0.0028025298379361,856.0
2,0.1,softmax_original,5,,0.0025782042648643,385.0
2,0.1,softmax_original,6,,0.002198300557211,29892.0
2,0.1,softmax_original,7,,0.0016063336515799,5642.0
2,0.1,softmax_original,8,,0.0015869259368628,2000.0
2,0.1,softmax_original,9,,0.0015443923184648,2869.0
2,0.1,softmax_original,10,,0.0014895653584972,884.0
2,0.1,softmax_original,11,,0.0012386885937303,29901.0
2,0.1,softmax_original,12,,0.0011166046606376,694.0
2,0.1,softmax_original,13,,0.0009560239850543,1476.0
2,0.1,softmax_original,14,,0.0006817997200414,577.0
2,0.1,softmax_original,15,,0.0006805719458498,1286.0
2,0.1,softmax_original,16,,0.0005984430899843,2998.0
2,0.1,softmax_original,17,,0.0005864602862857,563.0
2,0.1,softmax_original,18,,0.0004249222401995,297.0
2,0.1,softmax_original,19,,0.0004093227616976,903.0
2,0.1,softmax_original,20,,0.0003867016930598,29973.0
2,0.1,softmax_final,1,,0.4169722199440002,451.0
2,0.1,softmax_final,2,,0.4164134860038757,278.0
2,0.1,softmax_final,3,,0.0302785634994506,263.0
2,0.1,softmax_final,4,,0.0104122683405876,856.0
2,0.1,softmax_final,5,,0.0078721418976783,5642.0
2,0.1,softmax_final,6,,0.0074478224851191,2869.0
2,0.1,softmax_final,7,,0.0068041551858186,2000.0
2,0.1,softmax_final,8,,0.0066488445736467,884.0
2,0.1,softmax_final,9,,0.0064584319479763,29892.0
2,0.1,softmax_final,10,,0.0056991656310856,385.0
2,0.1,softmax_final,11,,0.0048712412826716,694.0
2,0.1,softmax_final,12,,0.0043470575474202,29901.0
2,0.1,softmax_final,13,,0.0038506111595779,1476.0
2,0.1,softmax_final,14,,0.0027792260516434,1286.0
2,0.1,softmax_final,15,,0.0024130037054419,577.0
2,0.1,softmax_final,16,,0.0023832453880459,2998.0
2,0.1,softmax_final,17,,0.0023746876977384,563.0
2,0.1,softmax_final,18,,0.0016103759407997,6200.0
2,0.1,softmax_final,19,,0.0015363867860287,5517.0
2,0.1,softmax_final,20,,0.0015263420064002,5279.0
3,0.1,z_original,1,3241.0,7.07421875,
3,0.1,z_original,2,1839.0,-6.3203125,
3,0.1,z_original,3,2004.0,5.7109375,
3,0.1,z_original,4,1176.0,-5.60546875,
3,0.1,z_original,5,3727.0,5.51171875,
3,0.1,z_original,6,2575.0,5.2734375,
3,0.1,z_original,7,273.0,-5.1875,
3,0.1,z_original,8,1927.0,-5.125,
3,0.1,z_original,9,3831.0,5.0859375,
3,0.1,z_original,10,2404.0,-4.94921875,
3,0.1,z_original,11,3905.0,-4.921875,
3,0.1,z_original,12,3743.0,4.9140625,
3,0.1,z_original,13,2002.0,-4.8984375,
3,0.1,z_original,14,1026.0,4.8984375,
3,0.1,z_original,15,1788.0,4.890625,
3,0.1,z_original,16,3028.0,4.87109375,
3,0.1,z_original,17,445.0,-4.76953125,
3,0.1,z_original,18,3200.0,4.76171875,
3,0.1,z_original,19,269.0,4.75,
3,0.1,z_original,20,197.0,4.7109375,
3,0.1,z_final,1,3241.0,7.174218654632568,
3,0.1,z_final,2,1839.0,-6.420312404632568,
3,0.1,z_final,3,2004.0,5.810937404632568,
3,0.1,z_final,4,1176.0,-5.705468654632568,
3,0.1,z_final,5,3727.0,5.51171875,
3,0.1,z_final,6,2575.0,5.2734375,
3,0.1,z_final,7,273.0,-5.1875,
3,0.1,z_final,8,1927.0,-5.125,
3,0.1,z_final,9,3831.0,5.0859375,
3,0.1,z_final,10,2404.0,-4.94921875,
3,0.1,z_final,11,3905.0,-4.921875,
3,0.1,z_final,12,3743.0,4.9140625,
3,0.1,z_final,13,2002.0,-4.8984375,
3,0.1,z_final,14,1026.0,4.8984375,
3,0.1,z_final,15,1788.0,4.890625,
3,0.1,z_final,16,3028.0,4.87109375,
3,0.1,z_final,17,445.0,-4.76953125,
3,0.1,z_final,18,3200.0,4.661718845367432,
3,0.1,z_final,19,3114.0,4.65625,
3,0.1,z_final,20,269.0,4.650000095367432,
3,0.1,softmax_original,1,,0.7385081052780151,278.0
3,0.1,softmax_original,2,,0.0972119346261024,4266.0
3,0.1,softmax_original,3,,0.0498574972152709,1023.0
3,0.1,softmax_original,4,,0.0143962819129228,8024.0
3,0.1,softmax_original,5,,0.0134501224383711,607.0
3,0.1,softmax_original,6,,0.012739835307002,18577.0
3,0.1,softmax_original,7,,0.010854123160243,2894.0
3,0.1,softmax_original,8,,0.0078042251989245,9101.0
3,0.1,softmax_original,9,,0.0069819185882806,263.0
3,0.1,softmax_original,10,,0.0057523790746927,521.0
3,0.1,softmax_original,11,,0.0049178451299667,903.0
3,0.1,softmax_original,12,,0.0042519872076809,825.0
3,0.1,softmax_original,13,,0.0033434152137488,2211.0
3,0.1,softmax_original,14,,0.0027786726132035,3196.0
3,0.1,softmax_original,15,,0.0022807004861533,599.0
3,0.1,softmax_original,16,,0.0018317048670724,1716.0
3,0.1,softmax_original,17,,0.0017956993542611,13874.0
3,0.1,softmax_original,18,,0.0017122562276199,5094.0
3,0.1,softmax_original,19,,0.0012313809711486,3578.0
3,0.1,softmax_original,20,,0.0011819869978353,1784.0
3,0.1,softmax_final,1,,0.389980137348175,4266.0
3,0.1,softmax_final,2,,0.3894724249839782,278.0
3,0.1,softmax_final,3,,0.0681163370609283,1023.0
3,0.1,softmax_final,4,,0.0230438653379678,8024.0
3,0.1,softmax_final,5,,0.0218800641596317,18577.0
3,0.1,softmax_final,6,,0.0151754179969429,607.0
3,0.1,softmax_final,7,,0.0149744506925344,2894.0
3,0.1,softmax_final,8,,0.0119850793853402,9101.0
3,0.1,softmax_final,9,,0.0065772095695137,521.0
3,0.1,softmax_final,10,,0.0060875443741679,903.0
3,0.1,softmax_final,11,,0.0055449926294386,263.0
3,0.1,softmax_final,12,,0.0045255962759256,825.0
3,0.1,softmax_final,13,,0.0044034882448613,2211.0
3,0.1,softmax_final,14,,0.0034825187176465,3196.0
3,0.1,softmax_final,15,,0.0025569885037839,13874.0
3,0.1,softmax_final,16,,0.0023527927696704,5094.0
3,0.1,softmax_final,17,,0.0022634055931121,599.0
3,0.1,softmax_final,18,,0.0020328662358224,1716.0
3,0.1,softmax_final,19,,0.0016033962601795,3578.0
3,0.1,softmax_final,20,,0.0014395988546311,1784.0
4,0.1,z_original,1,392.0,10.03125,
4,0.1,z_original,2,2298.0,9.96875,
4,0.1,z_original,3,3241.0,9.296875,
4,0.1,z_original,4,3402.0,8.890625,
4,0.1,z_original,5,1512.0,8.71875,
4,0.1,z_original,6,514.0,-8.3515625,
4,0.1,z_original,7,2042.0,-8.140625,
4,0.1,z_original,8,3971.0,7.9375,
4,0.1,z_original,9,2084.0,-7.8046875,
4,0.1,z_original,10,2425.0,-7.53125,
4,0.1,z_original,11,1927.0,-7.078125,
4,0.1,z_original,12,1598.0,-7.03125,
4,0.1,z_original,13,4053.0,-6.9453125,
4,0.1,z_original,14,2118.0,6.578125,
4,0.1,z_original,15,2611.0,-6.53515625,
4,0.1,z_original,16,4076.0,-6.4609375,
4,0.1,z_original,17,3197.0,-6.453125,
4,0.1,z_original,18,3839.0,6.4296875,
4,0.1,z_original,19,2660.0,-6.421875,
4,0.1,z_original,20,3.0,-6.3671875,
4,0.1,z_final,1,392.0,10.131250381469728,
4,0.1,z_final,2,2298.0,9.96875,
4,0.1,z_final,3,3241.0,9.196874618530272,
4,0.1,z_final,4,3402.0,8.790624618530273,
4,0.1,z_final,5,1512.0,8.71875,
4,0.1,z_final,6,514.0,-8.3515625,
4,0.1,z_final,7,2042.0,-8.240625381469727,
4,0.1,z_final,8,3971.0,7.837500095367432,
4,0.1,z_final,9,2084.0,-7.8046875,
4,0.1,z_final,10,2425.0,-7.53125,
4,0.1,z_final,11,1927.0,-7.178124904632568,
4,0.1,z_final,12,1598.0,-7.03125,
4,0.1,z_final,13,4053.0,-6.9453125,
4,0.1,z_final,14,2118.0,6.578125,
4,0.1,z_final,15,2611.0,-6.53515625,
4,0.1,z_final,16,3839.0,6.529687404632568,
4,0.1,z_final,17,4076.0,-6.4609375,
4,0.1,z_final,18,3197.0,-6.453125,
4,0.1,z_final,19,3.0,-6.3671875,
4,0.1,z_final,20,2660.0,-6.321875095367432,
4,0.1,softmax_original,1,,0.4901208877563476,14235.0
4,0.1,softmax_original,2,,0.3250536620616913,29871.0
4,0.1,softmax_original,3,,0.1194196492433548,263.0
4,0.1,softmax_original,4,,0.0150141548365354,1048.0
4,0.1,softmax_original,5,,0.0117524666711688,3342.0
4,0.1,softmax_original,6,,0.0073282932862639,395.0
4,0.1,softmax_original,7,,0.0028380495496094,20928.0
4,0.1,softmax_original,8,,0.0026256630662828,27291.0
4,0.1,softmax_original,9,,0.0025004220660775,29901.0
4,0.1,softmax_original,10,,0.0024122444447129,2337.0
4,0.1,softmax_original,11,,0.0017521706176921,903.0
4,0.1,softmax_original,12,,0.0016239274991676,5186.0
4,0.1,softmax_original,13,,0.0014146623434498,3721.0
4,0.1,softmax_original,14,,0.0013218184467405,385.0
4,0.1,softmax_original,15,,0.0013104929821565,2183.0
4,0.1,softmax_original,16,,0.0012552089756354,4868.0
4,0.1,softmax_original,17,,0.0009214904857799,2820.0
4,0.1,softmax_original,18,,0.0008377585327252,13.0
4,0.1,softmax_original,19,,0.0006743491976521,278.0
4,0.1,softmax_original,20,,0.0005471054464578,421.0
4,0.1,softmax_final,1,,0.4138162434101105,29871.0
4,0.1,softmax_final,2,,0.4119443297386169,14235.0
4,0.1,softmax_final,3,,0.1147181540727615,263.0
4,0.1,softmax_final,4,,0.013734214939177,1048.0
4,0.1,softmax_final,5,,0.0104032885283231,3342.0
4,0.1,softmax_final,6,,0.0069966441951692,395.0
4,0.1,softmax_final,7,,0.0025485896039754,29901.0
4,0.1,softmax_final,8,,0.0023771536070853,20928.0
4,0.1,softmax_final,9,,0.0022417858708649,27291.0
4,0.1,softmax_final,10,,0.0021785900462418,2337.0
4,0.1,softmax_final,11,,0.0016472501447424,903.0
4,0.1,softmax_final,12,,0.0014240473974496,5186.0
4,0.1,softmax_final,13,,0.001247233711183,3721.0
4,0.1,softmax_final,14,,0.001235494739376,385.0
4,0.1,softmax_final,15,,0.0011845375411212,2183.0
4,0.1,softmax_final,16,,0.0011101582786068,4868.0
4,0.1,softmax_final,17,,0.0008699989411979,13.0
4,0.1,softmax_final,18,,0.0008256867295131,2820.0
4,0.1,softmax_final,19,,0.0006303582922555,278.0
4,0.1,softmax_final,20,,0.0004981563542969,421.0
5,0.1,z_original,1,3241.0,16.75,
5,0.1,z_original,2,1360.0,-12.6640625,
5,0.1,z_original,3,2617.0,9.25,
5,0.1,z_original,4,269.0,9.09375,
5,0.1,z_original,5,3556.0,-8.28125,
5,0.1,z_original,6,3402.0,8.03125,
5,0.1,z_original,7,3839.0,7.890625,
5,0.1,z_original,8,2042.0,-7.74609375,
5,0.1,z_original,9,3971.0,7.734375,
5,0.1,z_original,10,2771.0,-6.91796875,
5,0.1,z_original,11,3391.0,-6.765625,
5,0.1,z_original,12,2660.0,-6.71875,
5,0.1,z_original,13,2569.0,6.6015625,
5,0.1,z_original,14,1927.0,-6.46875,
5,0.1,z_original,15,2004.0,-6.40234375,
5,0.1,z_original,16,3383.0,6.3203125,
5,0.1,z_original,17,380.0,-6.265625,
5,0.1,z_original,18,1838.0,6.24609375,
5,0.1,z_original,19,4090.0,6.234375,
5,0.1,z_original,20,2358.0,6.19140625,
5,0.1,z_final,1,3241.0,16.649999618530273,
5,0.1,z_final,2,1360.0,-12.564062118530272,
5,0.1,z_final,3,2617.0,9.350000381469728,
5,0.1,z_final,4,269.0,9.09375,
5,0.1,z_final,5,3556.0,-8.181249618530273,
5,0.1,z_final,6,3839.0,7.990624904632568,
5,0.1,z_final,7,3402.0,7.931250095367432,
5,0.1,z_final,8,2042.0,-7.846093654632568,
5,0.1,z_final,9,3971.0,7.834374904632568,
5,0.1,z_final,10,2771.0,-7.017968654632568,
5,0.1,z_final,11,2569.0,6.701562404632568,
5,0.1,z_final,12,3391.0,-6.665625095367432,
5,0.1,z_final,13,2660.0,-6.618750095367432,
5,0.1,z_final,14,1927.0,-6.568749904632568,
5,0.1,z_final,15,2004.0,-6.502343654632568,
5,0.1,z_final,16,3571.0,-6.252343654632568,
5,0.1,z_final,17,3383.0,6.220312595367432,
5,0.1,z_final,18,380.0,-6.165625095367432,
5,0.1,z_final,19,1838.0,6.146093845367432,
5,0.1,z_final,20,4090.0,6.134375095367432,
5,0.1,softmax_original,1,,0.9913066029548644,8407.0
5,0.1,softmax_original,2,,0.0015648604603484,319.0
5,0.1,softmax_original,3,,0.001358552952297,4059.0
5,0.1,softmax_original,4,,0.0009897861164063,29909.0
5,0.1,softmax_original,5,,0.0006912351818755,3763.0
5,0.1,softmax_original,6,,0.0005851472960785,13.0
5,0.1,softmax_original,7,,0.0003662037779577,23266.0
5,0.1,softmax_original,8,,0.0001918901252793,2180.0
5,0.1,softmax_original,9,,0.0001863408397184,7260.0
5,0.1,softmax_original,10,,0.0001641996495891,1291.0
5,0.1,softmax_original,11,,0.0001553990005049,25951.0
5,0.1,softmax_original,12,,0.0001486399705754,376.0
5,0.1,softmax_original,13,,0.0001389708777423,10813.0
5,0.1,softmax_original,14,,0.0001385579962516,7740.0
5,0.1,softmax_original,15,,0.000107029096398,4049.0
5,0.1,softmax_original,16,,9.220933861797675e-05,5491.0
5,0.1,softmax_original,17,,8.522970165358856e-05,29871.0
5,0.1,softmax_original,18,,7.325443584704772e-05,2023.0
5,0.1,softmax_original,19,,6.883461901452392e-05,1976.0
5,0.1,softmax_original,20,,6.69414657750167e-05,4709.0
5,0.1,softmax_final,1,,0.2605498433113098,319.0
5,0.1,softmax_final,2,,0.2601992189884186,8407.0
5,0.1,softmax_final,3,,0.0921105667948722,29909.0
5,0.1,softmax_final,4,,0.0879632979631424,4059.0
5,0.1,softmax_final,5,,0.0782689377665519,13.0
5,0.1,softmax_final,6,,0.0451442785561084,3763.0
5,0.1,softmax_final,7,,0.0141675444319844,376.0
5,0.1,softmax_final,8,,0.0111280409619212,2180.0
5,0.1,softmax_final,9,,0.0108956256881356,29871.0
5,0.1,softmax_final,10,,0.0107921082526445,23266.0
5,0.1,softmax_final,11,,0.0084487088024616,1291.0
5,0.1,softmax_final,12,,0.0066973757930099,313.0
5,0.1,softmax_final,13,,0.005959456320852,7260.0
5,0.1,softmax_final,14,,0.0055560111068189,10813.0
5,0.1,softmax_final,15,,0.0053937467746436,7740.0
5,0.1,softmax_final,16,,0.0051105259917676,4049.0
5,0.1,softmax_final,17,,0.004878684412688,2023.0
5,0.1,softmax_final,18,,0.0045211599208414,856.0
5,0.1,softmax_final,19,,0.0043899887241423,5491.0
5,0.1,softmax_final,20,,0.0033604782074689,1976.0
6,0.1,z_original,1,3241.0,15.7734375,
6,0.1,z_original,2,787.0,14.3828125,
6,0.1,z_original,3,1415.0,13.859375,
6,0.1,z_original,4,2611.0,-13.453125,
6,0.1,z_original,5,1839.0,-13.0546875,
6,0.1,z_original,6,2084.0,-13.0078125,
6,0.1,z_original,7,3444.0,12.6640625,
